player,draft_year,position,position_group,model_group,college,round,pick,projected_value,actual_value,actual_position_percentile,predicted_position_percentile,position_score,final_score,ceiling_score,floor_score,starter_probability,elite_probability,bust_probability,tier,outlier_type,model_explanation
George Radachowsky,1984,DB,CB,DB,Boston Col.,7.0,188.0,7.4,8.0,48.0,48.8,39.5,37.3,38.7,35.3,0.377,0.364,0.647,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; elevated bust risk; private PFF-derived signals included; meaningful downside risk
Randy Clark,1984,DB,CB,DB,Florida,8.0,202.0,7.4,0.0,5.1,49.3,40.1,38.0,38.0,38.5,0.415,0.299,0.615,Low-probability profile,negative_outlier_missed_projection,lower draft-capital profile; elevated bust risk; private PFF-derived signals included; meaningful downside risk
Eugene Daniel,1984,DB,CB,DB,LSU,8.0,205.0,6.1,60.0,95.9,44.7,23.1,24.3,24.3,38.8,0.317,0.258,0.612,Low-probability profile,major_positive_outlier,lower draft-capital profile; elevated bust risk; private PFF-derived signals included; meaningful downside risk
Sam Seale,1984,DB,CB,DB,Western St. (CO),8.0,224.0,6.4,28.0,78.3,44.9,24.5,25.8,25.9,38.1,0.35,0.301,0.619,Low-probability profile,positive_outlier_exceeded_projection,lower draft-capital profile; elevated bust risk; private PFF-derived signals included; meaningful downside risk
Jeff Donaldson,1984,DB,CB,DB,Colorado,9.0,226.0,6.6,28.0,78.3,46.4,29.9,29.8,29.8,38.7,0.378,0.243,0.613,Low-probability profile,positive_outlier_exceeded_projection,lower draft-capital profile; elevated bust risk; private PFF-derived signals included; meaningful downside risk
William Frizzell,1984,DB,CB,DB,North Carolina Central,10.0,259.0,5.3,13.0,59.5,41.8,11.6,15.7,15.7,34.4,0.341,0.23,0.656,Low-probability profile,positive_outlier_exceeded_projection,lower draft-capital profile; elevated bust risk; private PFF-derived signals included; meaningful downside risk
Shaun Gayle,1984,DB,CB,DB,Ohio St.,10.0,271.0,5.0,45.0,90.9,39.3,3.4,8.9,8.9,33.3,0.311,0.179,0.667,Low-probability profile,major_positive_outlier,lower draft-capital profile; elevated bust risk; private PFF-derived signals included; meaningful downside risk
Gardner Williams,1984,DB,CB,DB,St. Mary's (CA),11.0,282.0,5.2,0.0,5.1,41.9,12.2,16.0,16.0,33.9,0.356,0.193,0.661,Low-probability profile,near_expected,lower draft-capital profile; elevated bust risk; private PFF-derived signals included; meaningful downside risk
Bud Brown,1984,DB,CB,DB,Southern Miss,11.0,305.0,4.4,17.0,65.7,38.1,0.0,5.7,5.7,32.1,0.288,0.105,0.679,Low-probability profile,positive_outlier_exceeded_projection,lower draft-capital profile; low starter probability; elevated bust risk; private PFF-derived signals included; meaningful downside risk
Richard Johnson,1985,DB,CB,DB,Wisconsin,1.0,11.0,16.2,19.0,68.7,65.9,82.8,75.6,77.2,67.6,0.633,0.602,0.324,Starter-caliber profile,near_expected,premium draft capital; meaningful elite ceiling; private PFF-derived signals included
Derrick Burroughs,1985,DB,CB,DB,Memphis,1.0,14.0,17.1,15.0,63.0,67.8,92.5,83.0,85.3,70.9,0.63,0.638,0.291,Starter-caliber profile,near_expected,premium draft capital; meaningful elite ceiling; private PFF-derived signals included; high-end model grade; strong position profile
Jerry Gray,1985,DB,CB,DB,Texas,1.0,21.0,17.9,61.0,96.2,68.8,96.2,85.9,87.9,71.5,0.651,0.629,0.285,Starter-caliber profile,near_expected,top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included; high-end model grade; top-tier position profile
Issiac Holt,1985,DB,CB,DB,Alcorn St.,2.0,30.0,16.4,34.0,84.3,66.7,86.6,78.4,79.9,68.4,0.634,0.598,0.316,Starter-caliber profile,near_expected,top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included; strong position profile
Don Anderson,1985,DB,CB,DB,Purdue,2.0,32.0,15.8,1.0,14.8,66.2,83.9,76.0,77.2,67.0,0.614,0.571,0.33,Starter-caliber profile,negative_outlier_missed_projection,top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included
Tory Nixon,1985,DB,CB,DB,San Diego St.,2.0,33.0,15.3,5.0,38.2,65.4,81.2,73.9,75.9,66.1,0.599,0.6,0.339,Rotational / contributor profile,negative_outlier_missed_projection,top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included
Wayne Davis,1985,DB,CB,DB,Indiana St.,2.0,39.0,16.0,9.0,51.0,66.5,86.0,77.7,79.2,66.8,0.627,0.589,0.332,Starter-caliber profile,near_expected,top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included; strong position profile
Lester Lyles,1985,DB,CB,DB,Virginia,2.0,40.0,16.4,13.0,59.5,66.4,84.9,77.1,78.6,68.4,0.631,0.597,0.316,Starter-caliber profile,near_expected,top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included
Reggie Phillips,1985,DB,CB,DB,SMU,2.0,49.0,13.1,11.0,55.5,60.4,70.4,64.6,65.9,62.6,0.551,0.524,0.374,Rotational / contributor profile,near_expected,top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included
Jim Bowman,1985,DB,CB,DB,Central Michigan,2.0,52.0,14.6,9.0,51.0,63.7,76.9,70.5,72.0,63.0,0.613,0.572,0.37,Rotational / contributor profile,near_expected,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included
Jeffery Dale,1985,DB,CB,DB,LSU,2.0,55.0,15.7,14.0,61.5,65.3,81.2,74.1,75.6,66.3,0.62,0.587,0.337,Rotational / contributor profile,near_expected,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included
Tyrone Davis,1985,DB,CB,DB,Clemson,3.0,58.0,12.6,0.0,5.1,60.0,69.4,63.7,65.5,60.4,0.545,0.539,0.396,Rotational / contributor profile,negative_outlier_missed_projection,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included
Anthony Young,1985,DB,CB,DB,Temple,3.0,61.0,12.3,5.0,38.2,59.2,66.1,60.9,62.4,54.9,0.548,0.514,0.451,Rotational / contributor profile,near_expected,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included
Donnie Elder,1985,DB,CB,DB,Memphis,3.0,67.0,12.1,1.0,14.8,58.9,64.5,59.6,61.0,54.4,0.537,0.504,0.456,Rotational / contributor profile,negative_outlier_missed_projection,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included
John Hendy,1985,DB,CB,DB,Long Beach St.,3.0,69.0,13.0,5.0,38.2,60.9,72.0,65.7,67.0,58.8,0.558,0.519,0.412,Rotational / contributor profile,near_expected,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included
Sean Thomas,1985,DB,CB,DB,TCU,3.0,70.0,12.1,0.0,5.1,58.9,64.5,59.7,61.4,57.6,0.524,0.521,0.424,Rotational / contributor profile,negative_outlier_missed_projection,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included
Liffort Hobley,1985,DB,CB,DB,LSU,3.0,74.0,12.6,14.0,61.5,60.4,70.4,64.4,66.1,59.9,0.544,0.532,0.401,Rotational / contributor profile,near_expected,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included
Stefon Adams,1985,DB,CB,DB,East Carolina,3.0,80.0,12.6,5.0,38.2,59.9,68.8,62.9,64.4,56.6,0.538,0.513,0.434,Rotational / contributor profile,near_expected,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included
Audray McMillian,1985,DB,CB,DB,Houston,3.0,84.0,11.7,34.0,84.3,57.9,58.6,55.2,56.7,56.2,0.515,0.51,0.438,Depth / replacement-level profile,near_expected,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included
Mike Smith,1985,DB,CB,DB,Texas-El Paso,4.0,91.0,11.9,1.0,14.8,59.0,65.1,60.0,61.2,55.8,0.53,0.494,0.442,Rotational / contributor profile,negative_outlier_missed_projection,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included
Anthony Tuggle,1985,DB,CB,DB,Nicholls St.,4.0,97.0,11.7,0.0,5.1,58.5,61.8,57.7,59.0,53.7,0.541,0.504,0.463,Depth / replacement-level profile,negative_outlier_missed_projection,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included
Kyle Morrell,1985,DB,CB,DB,BYU,4.0,106.0,10.7,1.0,14.8,56.2,52.2,50.0,51.2,50.6,0.51,0.482,0.494,Depth / replacement-level profile,negative_outlier_missed_projection,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included
Raphel Cherry,1985,DB,CB,DB,Hawaii,5.0,122.0,9.4,10.0,53.3,53.2,35.5,36.8,37.1,47.5,0.449,0.421,0.525,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included
Arnold Brown,1985,DB,CB,DB,North Carolina Central,5.0,128.0,9.3,0.0,5.1,52.7,30.6,33.1,34.0,45.4,0.434,0.442,0.546,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included
Lee Davis,1985,DB,CB,DB,Mississippi,5.0,129.0,10.1,1.0,14.8,54.7,44.1,43.4,44.1,47.2,0.473,0.439,0.528,Depth / replacement-level profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included
John Bostic,1985,DB,CB,DB,Bethune-Cookman,6.0,149.0,9.7,2.0,22.7,53.8,39.2,39.4,40.4,45.6,0.438,0.439,0.544,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included
Terry Lewis,1985,DB,CB,DB,Michigan St.,6.0,150.0,9.3,1.0,14.8,52.6,29.0,31.9,32.3,44.3,0.435,0.422,0.557,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included; meaningful downside risk
Reggie Pleasant,1985,DB,CB,DB,Clemson,6.0,152.0,8.8,0.0,5.1,51.7,23.7,27.8,28.5,43.9,0.409,0.428,0.561,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included; meaningful downside risk
Rich Miano,1985,DB,CB,DB,Hawaii,6.0,166.0,8.8,26.0,76.6,51.8,23.7,28.0,28.0,45.1,0.429,0.41,0.549,Low-probability profile,positive_outlier_exceeded_projection,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included
Ron Pitts,1985,DB,CB,DB,UCLA,7.0,169.0,9.5,11.0,55.5,53.7,39.2,39.2,40.3,44.2,0.433,0.437,0.558,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included; meaningful downside risk
Mike Prior,1985,DB,CB,DB,Illinois St.,7.0,176.0,9.3,46.0,91.4,53.3,36.6,37.4,37.4,43.1,0.461,0.398,0.569,Low-probability profile,major_positive_outlier,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included; meaningful downside risk
Bret Clark,1985,DB,CB,DB,Nebraska,7.0,191.0,8.3,16.0,64.2,50.0,12.4,19.5,19.5,44.7,0.416,0.377,0.553,Low-probability profile,positive_outlier_exceeded_projection,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included; meaningful downside risk
Ken Stills,1985,DB,CB,DB,Wisconsin,8.0,209.0,9.2,24.0,74.4,53.0,31.7,33.7,34.3,43.9,0.429,0.42,0.561,Low-probability profile,positive_outlier_exceeded_projection,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included; meaningful downside risk
Barry Wilburn,1985,DB,CB,DB,Mississippi,8.0,219.0,9.0,31.0,81.0,52.5,29.0,32.1,32.1,43.9,0.473,0.397,0.561,Low-probability profile,positive_outlier_exceeded_projection,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included; meaningful downside risk
Earl Johnson,1985,DB,CB,DB,South Carolina,9.0,236.0,8.0,1.0,14.8,50.1,12.9,19.6,19.6,40.5,0.438,0.337,0.595,Low-probability profile,near_expected,lower draft-capital profile; private PFF-derived signals included; meaningful downside risk
Daryl Smith,1985,DB,CB,DB,North Alabama,9.0,249.0,8.3,2.0,22.7,50.6,16.7,22.3,22.3,42.1,0.411,0.368,0.579,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included; meaningful downside risk
Mark Kelso,1985,DB,CB,DB,William & Mary,10.0,261.0,7.6,34.0,84.3,49.5,10.2,17.4,17.4,41.1,0.399,0.35,0.589,Low-probability profile,positive_outlier_exceeded_projection,lower draft-capital profile; private PFF-derived signals included; meaningful downside risk
Kerry Glenn,1985,DB,CB,DB,Minnesota,10.0,262.0,7.5,9.0,51.0,49.1,9.1,16.4,16.4,41.7,0.382,0.343,0.583,Low-probability profile,positive_outlier_exceeded_projection,lower draft-capital profile; private PFF-derived signals included; meaningful downside risk
David King,1985,DB,CB,DB,Auburn,10.0,264.0,7.9,0.0,5.1,50.3,13.4,19.9,19.9,42.6,0.403,0.356,0.574,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included; meaningful downside risk
Ronnie Burgess,1985,DB,CB,DB,Wake Forest,10.0,266.0,7.9,0.0,5.1,50.4,15.6,21.5,21.5,42.2,0.409,0.36,0.578,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included; meaningful downside risk
Garry Kimble,1985,DB,CB,DB,Sam Houston St.,11.0,304.0,7.3,0.0,5.1,48.2,5.9,14.0,14.0,39.8,0.397,0.33,0.602,Low-probability profile,near_expected,lower draft-capital profile; elevated bust risk; private PFF-derived signals included; meaningful downside risk
Jim Rockford,1985,DB,CB,DB,Oklahoma,12.0,316.0,6.8,0.0,5.1,46.3,1.1,9.8,9.8,41.1,0.362,0.286,0.589,Low-probability profile,near_expected,lower draft-capital profile; private PFF-derived signals included; meaningful downside risk
Treg Songy,1985,DB,CB,DB,Tulane,12.0,320.0,6.8,0.0,5.1,46.1,0.5,9.7,9.7,38.8,0.395,0.316,0.612,Low-probability profile,near_expected,lower draft-capital profile; elevated bust risk; private PFF-derived signals included; meaningful downside risk
Lonnie Young,1985,DB,CB,DB,Michigan St.,12.0,325.0,7.3,34.0,84.3,48.3,6.5,14.7,14.7,39.7,0.42,0.338,0.603,Low-probability profile,positive_outlier_exceeded_projection,lower draft-capital profile; elevated bust risk; private PFF-derived signals included; meaningful downside risk
Herb Welch,1985,DB,CB,DB,UCLA,12.0,326.0,6.7,9.0,51.0,46.1,0.5,9.4,9.4,40.3,0.365,0.29,0.597,Low-probability profile,positive_outlier_exceeded_projection,lower draft-capital profile; private PFF-derived signals included; meaningful downside risk
Rod Jones,1986,DB,CB,DB,SMU,1.0,25.0,16.5,34.0,84.3,67.2,95.2,85.2,87.6,72.4,0.659,0.649,0.276,Starter-caliber profile,near_expected,top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included; high-end model grade; top-tier position profile
Lewis Billups,1986,DB,CB,DB,North Alabama,2.0,38.0,13.7,28.0,78.3,62.4,82.7,74.5,76.5,65.9,0.601,0.581,0.341,Rotational / contributor profile,near_expected,top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included
Mark Collins,1986,DB,CB,DB,Cal State-Fullerton,2.0,44.0,12.8,56.0,95.1,60.4,77.1,69.8,71.5,63.9,0.581,0.546,0.361,Rotational / contributor profile,near_expected,top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included
Greg Lasker,1986,DB,CB,DB,Arkansas,2.0,53.0,11.5,2.0,22.7,58.7,74.5,67.3,69.2,60.5,0.567,0.533,0.395,Rotational / contributor profile,negative_outlier_missed_projection,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included
Vencie Glenn,1986,DB,CB,DB,Indiana St.,2.0,54.0,11.2,49.0,92.6,57.6,73.6,66.3,68.5,59.1,0.553,0.533,0.409,Rotational / contributor profile,near_expected,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included
Vestee Jackson,1986,DB,CB,DB,Washington,2.0,55.0,11.8,37.0,86.5,58.6,74.5,67.6,69.9,63.9,0.563,0.56,0.361,Rotational / contributor profile,near_expected,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included
Tim McKyer,1986,DB,CB,DB,Texas-Arlington,3.0,64.0,10.1,50.0,93.1,55.4,66.2,60.3,62.5,57.0,0.522,0.512,0.43,Rotational / contributor profile,positive_outlier_exceeded_projection,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included
Patrick Hunter,1986,DB,CB,DB,Nevada,3.0,68.0,9.5,42.0,89.5,53.3,53.7,50.6,52.6,52.2,0.496,0.492,0.478,Depth / replacement-level profile,major_positive_outlier,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included
Alvin Walton,1986,DB,CB,DB,Kansas,3.0,75.0,10.9,26.0,76.6,57.1,72.3,65.1,67.3,57.4,0.541,0.523,0.426,Rotational / contributor profile,near_expected,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included
David Fulcher,1986,DB,CB,DB,Arizona St.,3.0,78.0,10.9,51.0,93.5,57.7,73.6,66.3,68.3,57.4,0.568,0.522,0.426,Rotational / contributor profile,near_expected,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included
Craig Swoope,1986,DB,CB,DB,Illinois,4.0,83.0,11.2,6.0,41.9,57.7,73.6,66.3,68.5,58.2,0.558,0.531,0.418,Rotational / contributor profile,near_expected,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included
Carl Carter,1986,DB,CB,DB,Texas Tech,4.0,89.0,9.9,26.0,76.6,55.1,63.6,58.0,60.0,53.1,0.509,0.493,0.469,Rotational / contributor profile,near_expected,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included
Devon Mitchell,1986,DB,CB,DB,Iowa,4.0,92.0,9.4,12.0,57.6,53.8,55.8,52.2,53.8,54.7,0.497,0.479,0.453,Depth / replacement-level profile,near_expected,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included
Bill Callahan,1986,DB,CB,DB,Pittsburgh,4.0,94.0,10.1,0.0,5.1,55.2,63.6,58.2,59.8,54.5,0.524,0.486,0.455,Rotational / contributor profile,negative_outlier_missed_projection,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included
Reggie Sutton,1986,DB,CB,DB,Miami (FL),5.0,115.0,7.8,8.0,48.0,49.2,26.0,29.3,30.4,42.7,0.437,0.435,0.573,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included; meaningful downside risk
Erroll Tucker,1986,DB,CB,DB,Utah,5.0,122.0,8.0,1.0,14.8,49.8,28.6,31.3,32.6,43.4,0.439,0.444,0.566,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included; meaningful downside risk
Donald Brown,1986,DB,CB,DB,Maryland,5.0,129.0,8.3,6.0,41.9,50.7,37.7,37.9,39.2,44.9,0.446,0.438,0.551,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included; meaningful downside risk
Kevin Wyatt,1986,DB,CB,DB,Arkansas,5.0,136.0,8.4,1.0,14.8,50.9,38.1,38.3,39.4,45.5,0.452,0.433,0.545,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included
